hardscrabble	yielding little by great labor
resourceless	lacking or deficient in natural resources
rich	suggestive of or characterized by great expense
deluxe	rich and superior in quality
lavish	characterized by extravagance and profusion
poor	characterized by or indicating poverty
beggarly	marked by poverty befitting a beggar
slummy	(of housing or residential areas) indicative of poverty
moneyed	based on or arising from the possession of money or wealth
moneyless	not based on the possession of money
solvent	capable of meeting financial obligations
insolvent	unable to meet or discharge financial obligations
bankrupt	financially ruined
rich	high in mineral content
lean	lacking in mineral content or combustible material
rimmed	having a rim or a rim of a specified kind
horn-rimmed	having the frame made of horn or tortoise shell or plastic that simulates either
red-rimmed	rimmed with red
rimless	lacking a rim or frame
handed	having or involving the use of hands
one-handed	having or using a single hand
two-handed	requiring two hands or designed for two people
handless	without a hand or hands
handled	having a usually specified type of handle
handleless	having no handle
right-handed	using or intended for the right hand
dextral	preferring to use right foot or hand or eye
right(a)	intended for the right hand
left-handed	using or intended for the left hand
left(a)	intended for the left hand
sinistral	preferring to use left foot or hand or eye
ambidextrous	equally skillful with each hand
equipoised	lacking lateral dominance
right	of or belonging to the political or intellectual right
conservative	opposed to liberal reforms
reactionary	extremely conservative
rightish	tending toward the political right
rightist	believing in or supporting tenets of the political right
left	of or belonging to the political or intellectual left
far_left	radical or extremely liberal
leftish	tending toward the political left
leftist	believing in or supporting tenets of the political left
liberal	having political or social views favoring reform and progress
center	of or belonging to neither the right nor the left politically or intellectually
centrist	supporting or pursuing a course of action that is neither liberal nor conservative
right	being or located on or directed toward the side of the body to the east when facing north
far	being the animal or vehicle on the right or being on the right side of an animal or vehicle
rightmost	farthest to the right
right-hand(a)	located on or directed toward the right
starboard	located on the right side of a ship or aircraft
left	being or located on or directed toward the side of the body to the west when facing north
left-hand(a)	located on or directed toward the left
leftmost	farthest to the left
near(a)	being on the left side
port	located on the left side of a ship or aircraft
horned	having a horn or horns or hornlike parts or horns of a particular kind
antlered	having antlers
antler-like	resembling antlers
bicorn	having two horns or horn-shaped parts
hollow-horned	having horns that are hollow
horny	having horns or hornlike projections
hornless	having no horns
right	in conformance with justice or law or morality
ethical	adhering to ethical and moral principles
wrong	contrary to conscience or morality or law
condemnable	bringing or deserving severe rebuke or censure
base	not adhering to ethical or moral principles
misguided	wrong in e.g. opinion or judgment
righteous	characterized by or proceeding from accepted standards of morality or justice
good	of moral excellence
sound	free from moral defect
unrighteous	not righteous
sinful	having committed unrighteous acts
robust	physically strong
beefy	muscular and heavily built
big-boned	having a bone structure that is massive in contrast with the surrounding flesh
big-chested	marked by a large or well-developed chest
big-shouldered	having broad shoulders
cast-iron	extremely robust
hardy	having rugged physical strength
heavy-armed	having massive arms
square-built	broad and solidly built
vigorous	strong and active physically or mentally
frail	physically weak
decrepit	lacking physical strength or vitality
light-boned	having a bone structure that is light with respect to the surrounding flesh
round	having a circular shape
apple-shaped	having the general shape of an apple
ball-shaped	having the shape of a sphere or ball
barrel-shaped	having the general shape of a barrel
bulblike	shaped like a bulb
capitate	being abruptly enlarged and globose at the tip
coccoid	spherical
cumuliform	shaped like a cumulus cloud
discoid	having a flat circular shape
goblet-shaped	resembling the shape of a goblet
moonlike	resembling the moon in shape
nutlike	resembling a nut in shape and size
pancake-like	resembling a pancake in shape
pear-shaped	having a round shape tapered at one end
pinwheel-shaped	having the round shape of a pinwheel
ringlike	having the shape of a ring
roundish	somewhat round in appearance or form
wheel-like	round like a wheel
square	having four equal sides and four right angles or forming a right angle
quadrate	having four sides and four angles
right-angled	forming a right angle or containing one or more right angles
squared	having been made square
squarish	somewhat square in appearance or form
rounded	curving and somewhat round in shape rather than jagged
allantoid	shaped like a sausage
almond-shaped	shaped like an almond
annular	shaped like a ring
aspheric	varying slightly from a perfectly spherical shape
auriform	having a shape resembling an ear
bean-shaped	having a shape resembling a bean
bowfront	having an outward curving front
crescent(a)	resembling the new moon in shape
cycloid	resembling a circle
cylindrical	having the form of a cylinder
disciform	having a round or oval shape like a disc
domed	having a hemispherical vault or dome
dome-shaped	having the shape of a dome
egg-shaped	rounded like an egg
ellipsoid	in the form of an ellipse
hyperboloidal	having the shape of a hyperboloid
lingulate	shaped like a tongue
olivelike	resembling an olive
parabolic	having the form of a parabola
paraboloidal	having the shape of a paraboloid
pillar-shaped	shaped like a cylindrical pillar
pineal	having the form of a pine cone
plumlike	resembling a plum fruit
rod-shaped	resembling a rod
rotund	spherical in shape
terete	especially of plant parts
umbrellalike	resembling an umbrella
angular	having angles or an angular shape
angled	forming or set at an angle
asteroid	shaped like a star
bicuspid	having two cusps or points (especially a molar tooth)
cuspate	having cusps or points
equiangular	having all angles equal
isogonic	having or making equal angles
rectangular	having four right angles
sharp-cornered	having sharp corners
square-shaped	shaped like a square
three-cornered	having three corners
triangular	having three angles
tricuspid	having three cusps or points (especially a molar tooth)
unicuspid	having a single cusp or point
oblate	having the equatorial diameter greater than the polar diameter
prolate	having the polar diameter greater than the equatorial diameter
cucumber-shaped	shaped like a cucumber
rural	living in or characteristic of farming or country life
agrarian	relating to rural matters
agrestic	characteristic of the fields or country
arcadian	used of idealized country life
campestral	of fields or open country
countrified	characteristic of rural life
country-bred	rough and uncouth
country-style	typical of the country
cracker-barrel	characteristic of country life
hobnailed	marked by the wearing of heavy boots studded with hobnails
urban	located in or characteristic of a city or city life
citified	being or having the customs or manners or dress of a city person
city-like	resembling a city
urbanized	made urban in nature
rusted	having accumulated rust
rusty	covered with or consisting of rust
rustless	without rust
rust-free	free of rust
rustproof	treated against rusting
rust-resistant	resistant to rust
undercoated	(of motor vehicles) having a coating of tar or other rustproof material applied to the underside
holy	belonging to or derived from or associated with a divine power
beatified	Roman Catholic
Blessed	worthy of worship
consecrated	made or declared or believed to be holy
hallowed	worthy of religious veneration
unholy	not hallowed or consecrated
profane	not holy because unconsecrated or impure or defiled
sacred	concerned with religion or religious purposes
divine	devoted to or in the service or worship of a deity
ineffable	too sacred to be uttered
inspirational	imparting a divine influence on the mind and soul
inviolable	must be kept sacred
numinous	evincing the presence of a deity
quasi-religious	resembling something that is religious
religious	concerned with sacred matters or religion or the church
reverend	worthy of adoration or reverence
sacral	of or relating to sacred rites
taboo	forbidden to profane use especially in South Pacific islands
profane	not sacred or concerned with religion
laic	concerning those not members of the clergy
profanatory	profaning or tending to desecrate
secularized	made secular
temporal	concerned with secular rather than sacred matters
sadistic	deriving pleasure or sexual gratification from inflicting pain on another
masochistic	deriving pleasure or sexual gratification from being abused or dominated
safe	free from danger or the risk of harm
fail-safe	eliminating danger by compensating automatically for a failure or malfunction
harmless	unlikely to harm or disturb anyone
off_the_hook(p)	freed from danger or blame or obligation
risk-free	thought to be devoid of risk
safe_and_sound	free from danger or injury
dangerous	involving or causing danger or risk
breakneck	moving at very high speed
chancy	of uncertain outcome
desperate	(of persons) dangerously reckless or violent as from urgency or despair
harmful	able or likely to do harm
hazardous	involving risk or danger
insidious	intended to entrap
mordacious	biting or given to biting
on_the_hook(p)	caught in a difficult or dangerous situation
parlous	fraught with danger
self-destructive	dangerous to yourself or your interests
treacherous	dangerously unstable and unpredictable
safe(p)	having reached a base without being put out
out(p)	not allowed to continue to bat or run
down(p)	being put out by a strikeout
salable	capable of being sold
marketable	being in demand by especially employers
marketable	fit to be offered for sale
unsalable	impossible to sell
unmarketable	not capable of being sold
unmarketable	not fit for sale
same	closely similar or comparable in kind or quality or quantity or degree
assonant	having the same sound (especially the same vowel sound) occurring in successive stressed syllables
comparable	conforming in every respect
cookie-cutter	having the same appearance (as if mass-produced)
duplicate	identically copied from an original
homophonic	having the same sound
identical	exactly alike
one(a)	of the same kind or quality
synoptic	presenting or taking the same point of view
different	unlike in nature or quality or form or degree
antithetic	sharply contrasted in character or purpose
assorted	of many different kinds purposefully arranged but lacking any uniformity
contrary	very opposed in nature or character or purpose
contrasting	strikingly different
diametric	characterized by opposite extremes
divergent	diverging from another or from a standard
disparate	fundamentally different or distinct in quality or kind
distinct	(often followed by `from') not alike
diverse	distinctly dissimilar or unlike
divers(a)	many and different
opposite	altogether different in nature or quality or significance
several(p)	distinct and individual
variant	differing from a norm or standard
same	same in identity
aforesaid(a)	being the one previously mentioned or spoken of
identical	being the exact same one
other	not the same one or ones already mentioned or implied
different	distinctly separate from the first
another(a)	any of various alternatives
different	distinct or separate
else	other than what is under consideration or implied
new(a)	other than the former one(s)
opposite	the other one of a complementary pair
opposite	being directly across from each other
opposite	moving or facing away from each other
otherwise	other than as supposed or expected
similar	marked by correspondence or resemblance
akin(p)	similar or related in quality or character
analogous	similar or equivalent in some respects though otherwise dissimilar
confusable	so similar as to be easily identified for another thing
connatural	similar in nature
corresponding	similar especially in position or purpose
quasi(a)	having some resemblance
siamese	very similar
dissimilar	not similar
sane	mentally healthy
compos_mentis(p)	of sound mind, memory, and understanding
in_his_right_mind(p)	behaving responsibly
lucid	having a clear mind
insane	afflicted with or characteristic of mental derangement
amuck	in a murderous frenzy as if possessed by a demon
balmy	informal or slang terms for mentally irregular
brainsick	affected with madness or insanity
certifiable	fit to be certified as insane (and treated accordingly)
crackbrained	insanely irresponsible
crazed	driven insane
fey	slightly insane
hebephrenic	suffering from a form of schizophrenia characterized by foolish mannerisms and senseless laughter along with delusions and regressive behavior
lunatic	insane and believed to be affected by the phases of the moon
maniacal	wildly disordered
manic-depressive	suffering from a disorder characterized by alternating mania and depression
maniclike	resembling the mania of manic-depressive illness
mentally_ill	suffering from severe mental illness
non_compos_mentis(p)	not of sound mind, memory, or understanding
paranoid	suffering from paranoia
psychopathic	suffering from an undiagnosed mental disorder
psychotic	characteristic of or suffering from psychosis
raving	talking or behaving irrationally
schizophrenic	suffering from some form of schizophrenia
screw-loose	not behaving normally
satiate	supplied (especially fed) to satisfaction
jaded	dulled by surfeit
gorged	fed beyond capacity or desire
satiable	capable of being sated
insatiate	impossible to satisfy
quenchless	impossible to quench
unsated	not having been satisfied
unsatisfiable	not capable of being satisfied
sarcastic	expressing or expressive of ridicule that wounds
barbed	capable of wounding
black	harshly ironic or sinister
sardonic	disdainfully or ironically humorous
satirical	exposing human folly to ridicule
saturnine	bitter or scornful
unsarcastic	not sarcastic
satisfactory	giving satisfaction
adequate	about average
all_right	being satisfactory or in satisfactory condition
alright	nonstandard usage
comforting	providing freedom from worry
copacetic	completely satisfactory
passing(a)	allowing you to pass (e.g., an examination or inspection) satisfactorily
right	in or into a satisfactory condition
unsatisfactory	not giving satisfaction
disappointing	not up to expectations
failing	below acceptable in performance
off	below a satisfactory level
unacceptable	not adequate to give satisfaction
scalable	capable of being scaled
ascendable	capable of being ascended
unscalable	incapable of being ascended
scholarly	characteristic of scholars or scholarship
academic	marked by a narrow focus on or display of learning especially its trivial aspects
bookish	characterized by diligent study and fondness for reading
erudite	having or showing profound knowledge
unscholarly	not scholarly
unlearned	not well learned
unstudious	not studious
scientific	conforming with the principles or methods used in science
technological	based in scientific and industrial progress
unscientific	not consistent with the methods or principles of science
pseudoscientific	based on theories and methods erroneously regarded as scientific
scrupulous	having scruples
religious	extremely scrupulous and conscientious
unscrupulous	without scruples or principles
conscientious	guided by or in accordance with conscience or sense of right and wrong
moral	arising from the sense of right and wrong
unconscientious	not conscientious
conscienceless	lacking a conscience
sealed	closed or secured with or as if with a seal
corked	sealed with a cork
sealed_off(p)	closed or secured tightly so as to prevent ingress or egress
stamped	marked with the impression of a seal
unopened	not yet opened or unsealed
unsealed	not closed or secured with or as if with a seal
open	not sealed or having been unsealed
sealed	established irrevocably
unsealed	not established or confirmed
wrapped	enclosed securely in a covering of paper or the like
done_up	wrapped and tied
enwrapped	wrapped up or enclosed within a covering
shrink-wrapped	wrapped tightly with a thin sheet of heated plastic that shrinks upon cooling
unwrapped	not yet wrapped or having the wrapping removed
seaworthy	fit for a sea voyage
unseaworthy	unfit for a voyage
airworthy	of aircraft
unairworthy	not fit to fly
concealed	hidden on any grounds for any motive
bushwhacking	lying in ambush
dark	secret
furtive	marked by quiet and caution and secrecy
hidden	difficult to find
hidden	designed to elude detection
incognito(p)	with your identity concealed
lying_in_wait	waiting in concealment
sealed	undisclosed for the time being
secret	not open or public
sneaking(a)	not openly expressed
unconcealed	not concealed or hidden
blatant	without any attempt at concealment
discovered	no longer concealed
exhibitionistic	compulsively attracting attention to yourself especially by public exposure or exaggerated behavior
in_full_view	easily visible
concealing	covering or hiding
revealing	showing or making known
betraying	revealing unintentionally
indicative	(usually followed by `of') pointing out or revealing clearly
disclosing	allowing to be seen
sectarian	belonging to or characteristic of a sect
denominational	adhering or confined to a particular sect or denomination or party
narrow-minded	rigidly adhering to a particular sect or its doctrines
nonsectarian	not restricted to one sect or school or party
ecumenic	concerned with promoting unity among churches or religions
interchurch	occurring between or among or common to different churches or denominations
nondenominational	not restricted to a particular religious denomination
undenominational	not bound to devoted to the promotion of a particular denomination
secure	free from fear or doubt
insecure	lacking self-confidence or assurance
overanxious	anxious or nervous to an excessive degree
unassured	lacking boldness or confidence
secure	free from danger or risk
assured	characterized by certainty or security
bonded	secured by written agreement
certified	having quality or payment or delivery guaranteed
established	securely established
fail-safe	guaranteed not to fail
in_safe_custody(p)	secure in formally authorized hands
promised	assured by (usually) spoken agreement
safe	in safekeeping
safe-deposit	safe for the storage of valuables
sure	physically secure or dependable
insecure	lacking in security or safety
embattled	beset with attackers or controversy or conflict
precarious	not secure
unguaranteed	without financial security
secure	not likely to fail or give way
steady	securely in position
tight	securely or solidly fixed in place
insecure	not firm or firmly fixed
loose	not fixed firmly or tightly
precarious	dangerously insecure
fastened	firmly closed or secured
barred	firmly fastened or secured against opening
pegged-down	fastened by pegs
unfastened	not closed or secured
unbarred	not firmly fastened or secured
undone	not fastened or tied or secured
insured	covered by insurance
insurable	capable of being insured or eligible to be insured
uninsured	not covered by insurance
uninsurable	not capable of being insured or not eligible to be insured
seductive	tending to entice into a desired action or state
alluring	highly attractive and able to arouse hope or desire
corrupting	seducing into corrupt practices
insidious	beguiling but harmful
teasing	arousing sexual desire without intending to satisfy it
unseductive	not seductive
uninviting	not tempting
selfish	concerned chiefly or only with yourself and your advantage to the exclusion of others
egotistic	characteristic of those having an inflated idea of their own importance
self-serving	interested only in yourself
unselfish	disregarding your own advantages and welfare over those of others
public-spirited	showing unselfish interest in the public welfare
self-denying	willing to deprive yourself
self-forgetful	showing lack of self-interest
sharing	unselfishly willing to share with others
senior	older
elder	used of the older of two persons of the same name especially used to distinguish a father from his son
major(ip)	of the elder of two boys with the same family name
precedential	having precedence (especially because of longer service)
ranking(a)	having a higher rank
junior	younger
junior-grade	inferior in rank or status
minor(ip)	of the younger of two boys with the same family name
younger	used of the younger of two persons of the same name especially used to distinguish a son from his father
sensational	causing intense interest, curiosity, or emotion
lurid	glaringly vivid and graphic
scandalmongering	typical of tabloids
screaming(a)	resembling a scream in effect
unsensational	not of such character as to arouse intense interest, curiosity, or emotional reaction
sensible	able to feel or perceive
insensible	incapable of physical sensation
anesthetic(a)	characterized by insensibility
anesthetized	rendered insensible by means of anesthesia
asleep(p)	lacking sensation
sedated	under the influence of a sedative drug
sensitive	responsive to physical stimuli
delicate	of an instrument or device
erogenous	sensitive to sexual stimulation
excitable	capable of responding to stimuli
highly_sensitive	readily affected by various agents
irritable	abnormally sensitive to a stimulus
light-sensitive	sensitive to visible light
radiosensitive	sensitive to radiation
nociceptive	caused by or in response to pain
reactive	tending to react to a stimulus
insensitive	not responsive to physical stimuli
dead	devoid of physical sensation
desensitized	made less sensitive
unreactive	not tending to react to stimulation
sensitive	being susceptible to the attitudes, feelings, or circumstances of others
alive(p)	(followed by `to' or `of') aware of
huffy	quick to take offense
oversensitive	unduly sensitive or thin-skinned
responsive	readily reacting to suggestions, influences, appeals or efforts
insensitive	deficient in human sensibility
callous	emotionally hardened
dead(p)	(followed by `to') not showing human feeling or sensitivity
desensitized	rendered emotionally insensitive
dull	blunted in responsiveness or sensibility
insensible(p)	unaware of or indifferent to
soulless	lacking sensitivity or the capacity for deep feeling
thick-skinned	insensitive to criticism
sensitizing	making susceptible or sensitive to either physical or emotional stimuli
desensitizing	making less susceptible or sensitive to either physical or emotional stimuli
numbing	causing numbness or insensitivity
sensory	involving or derived from the senses
extrasensory	seemingly outside normal sensory channels
clairvoyant	perceiving things beyond the natural range of the senses
telegnostic	obtaining knowledge of distant events allegedly without use of normal sensory mechanisms
telepathic	communicating without apparent physical signals
sent	caused or enabled to go or be conveyed or transmitted
conveyed	sent or carried from one place to another
dispatched	sent off or away
transmitted	sent electronically as by wire or radio
unsent	not dispatched or transmitted
separate	independent
abstracted	taken out of or separated from
apart(p)	having characteristics not shared by others
asunder(p)	widely separated especially in space
detached	being or feeling set or kept apart from others
discrete	constituting a separate entity or part
disjoint	having no elements in common
disjunct	marked by separation of or from usually contiguous elements
isolable	capable of being isolated or disjoined
unaccompanied	(of a state or an event) taking place without something specified occurring at the same time
joint	united or combined
associated	joined in some kind of relationship (as a colleague or ally or companion etc.)
clannish	characteristic of a clan especially in being unified
combined	involving the joint activity of two or more
conjoined	consisting of two or more associated entities
corporate	done by or characteristic of individuals acting together
cosignatory	signing jointly with others
sharing	sharing equally with another or others
sanitary	free from filth and pathogens
hygienic	tending to promote or preserve health
unsanitary	not sanitary or healthful
unhygienic	so unclean as to be a likely cause of disease
septic	containing or resulting from disease-causing organisms
abscessed	infected and filled with pus
contaminated	contaminated with infecting organisms
contaminative	making impure by contact or mixing
purulent	 "a purulent wound"
infectious	caused by infection or capable of causing infection
putrefactive	causing or promoting bacterial putrefaction
septicemic	characteristic of septicemia
antiseptic	thoroughly clean and free of or destructive to disease-causing organisms
aseptic	free of or using methods to keep free of pathological microorganisms
bactericidal	preventing infection by inhibiting the growth or action of microorganisms
cleansing	acting like an antiseptic
nonpurulent	not containing pus
uninfected	free from sepsis or infection
germfree	free from germs or pathogenic organisms
axenic	(of experimental animals) raised under sterile conditions
antiseptic	made free from live bacteria or other microorganisms
germy	full of germs or pathological microorganisms
unsterilized	not sterilized
adulterating	making impure or corrupt by adding extraneous materials
extraneous	not belonging to that in which it is contained
purifying	freeing from noxious matter
ablutionary	cleansing the body by washing
antiseptic	freeing from error or corruption
detergent	having cleansing power
serious	concerned with work or important matters rather than play or trivialities
earnest	characterized by a firm and humorless belief in the validity of your opinions
grave	dignified and somber in manner or character and committed to keeping promises
overserious	excessively serious
real	not to be taken lightly
thoughtful	acting with or showing thought and good sense
sobering	tending to make sober or more serious
solid	of a substantial character and not frivolous or superficial
frivolous	not serious in content or attitude or behavior
airheaded	lacking seriousness
flighty	guided by whim and fancy
flippant	showing inappropriate levity
idle	silly or trivial
light	intended primarily as entertainment
trivial	concerned with trivialities
playful	full of fun and high spirits
coltish	given to merry frolicking
devilish	playful in an appealingly bold way
elfin	usually good-naturedly mischievous
impish	naughtily or annoyingly playful
kittenish	playful like a lively kitten
mocking	playfully vexing (especially by ridicule)
unplayful	completely lacking in playfulness
selected	chosen in preference to another
chosen	preferred above all others
designated	selected or named for a duty
elect	selected as the best
hand-picked	carefully selected
unselected	not selected
random	taken haphazardly
serviceable	ready for service or able to give long service
durable	serviceable for a long time
functional	fit or ready for use or service
unserviceable	not ready for service
broken-down	not in working order
burned-out	inoperative as a result of heat or friction
inoperable	not able to perform its normal function
unrepaired	unserviceable because necessary repairs have not been made
resident	living in a particular place
nonresident	not living in a particular place or owned by permanent residents
settled	established in a desired position or place
based	having a base of operations (often used as a combining form)
built-up	peopled with settlers
located	situated in a particular spot or position
nonnomadic	not nomadic or wandering
relocated	settled in a new location
unsettled	not settled or established
aimless	continually changing especially as from one abode or occupation to another
erratic	having no fixed course
homeless	without nationality or citizenship
migrant	habitually moving from place to place especially in search of seasonal work
mobile	(of groups of people) tending to travel and change settlements frequently
peripatetic	traveling especially on foot
itinerant	traveling from place to place to work
rootless	wandering aimlessly without ties to a place or community
unlocated	lacking a particular location
migratory	used of animals that move seasonally
nonmigratory	used of animals that do not migrate
settled	established or decided beyond dispute or doubt
accomplished	settled securely and unconditionally
appointed	fixed or established especially by order or command
determined	determined or decided upon as by an authority
deterministic	an inevitable consequence of antecedent sufficient causes
firm	not subject to revision or change
preconcerted	previously arranged or agreed on
unsettled	still in doubt
doubtful	unsettled in mind or opinion
open	not brought to a conclusion
sexy	marked by or tending to arouse sexual desire or interest
aroused	feeling great sexual desire
autoerotic	sexually satisfying yourself (as by masturbation)
coquettish	like a coquette
erotic	giving sexual pleasure
blue	suggestive of sexual impropriety
hot	sexually excited or exciting
intimate	involved in a sexual relationship
juicy	having strong sexual appeal
lascivious	driven by lust
lecherous	given to excessive indulgence in sexual activity
leering	(of a glance) sidelong and slyly lascivious
lubricious	characterized by lust
orgiastic	used of frenzied sexual activity
oversexed	having excessive sexual desire or appeal
pornographic	designed to arouse lust
provocative	exciting sexual desire
raunchy	earthy and sexually explicit
sexed	characterized by sexuality
sex-starved	desiring but deprived of sexual gratification
unsexy	not sexually aroused or arousing
sexless	sexually unattractive
sexless	having no sexual desire
undersexed	having a subnormal degree of sexual desire
sexual	having or involving sex
intersexual	existing or occurring between the sexes
sexed	having sexual differentiation
unisexual	relating to only one sex or having only one type of sexual organ
asexual	not having or involving sex
agamic	(of reproduction) not involving the fusion of male and female gametes in reproduction
fissiparous	reproducing by fission
neuter	having no or imperfectly developed or nonfunctional sex organs
vegetal	(of reproduction) characterized by asexual processes
castrated	deprived of sexual capacity or sexual attributes
altered	having testicles or ovaries removed
cut	(of a male animal) having the testicles removed
spayed	(of a female animal) having the ovaries removed
uncastrated	not castrated
entire	(used of domestic animals) sexually competent
aphrodisiac	exciting sexual desire
anaphrodisiac	tending to diminish sexual desire
estrous	(of lower mammals) showing or in a state of estrus
monestrous	having one estrous cycle per year
polyestrous	having more than one period of estrus per year
anestrous	(of lower mammals) not in a state of estrus
diestrous	(of animals that have several estrous cycles in one breeding season) in a period of sexual inactivity
shapely	having a well-proportioned and pleasing shape
bosomy	(of a woman's body) having a large bosom and pleasing curves
built(p)	well or attractively formed with respect to physique
callipygian	pertaining to or having finely developed buttocks
clean-limbed	having well-proportioned limbs
full-fashioned	knitted to fit the shape of the body
Junoesque	suggestive of a statue
modeled	resembling sculpture
retrousse	(used of noses) turned up at the end
well-proportioned	of pleasing proportions
well-turned	of a pleasing shape
unshapely	not shapely
acromegalic	having abnormal size with overgrown extremities resulting from abnormal pituitary secretion
chunky	like or containing small sticky lumps
clubfooted	having a deformed foot
deformed	so badly formed or out of shape as to be ugly
ill-proportioned	lacking pleasing proportions
knobby	having knobs
nodular	having nodules or occurring in the form of nodules
nodulose	having minute nodules
pigeon-breasted	having a chest deformity marked by a projecting breastbone caused by infantile rickets
shapeless	lacking symmetry or attractive form
torulose	of a cylindrical or ellipsoid body
breasted	having a breast or breasts
bosomed	having a bosom as specified or having something likened to a bosom
breastless	without a breast
formed	having or given a form or shape
ductile	capable of being shaped or bent or drawn out
acorn-shaped	shaped like an acorn
awl-shaped	shaped like an awl
bacillar	formed like a bacillus
bag-shaped	shaped like a bag
bar-shaped	shaped like a rigid strip of metal or wood
basket-shaped	shaped like a basket
belt-shaped	shaped like a belt
biform	having or combining two forms
blown	(of glass) formed by forcing air into a molten ball
boot-shaped	shaped like a boot
bottle-shaped	shaped like a bottle
botuliform	shaped like a sausage
butterfly-shaped	shaped like a butterfly
button-shaped	shaped like a button
cast	(of molten metal or glass) formed by pouring or pressing into a mold
catenulate	having a chainlike form
claw-shaped	shaped like a claw
club-shaped	shaped in the form of a club that is larger at one end
club-shaped	shaped in the form of the club on playing cards
cowl-shaped	shaped like a cowl
cross-shaped	shaped in the form of a cross
die-cast	formed by forcing molten metal into a die
drum-shaped	shaped in a form resembling a drum
eel-shaped	shaped in the form of an eel
fan-shaped	shaped in the form of a fan
fig-shaped	shaped in the form of a fig
foot-shaped	shaped in the form of a foot
football-shaped	shaped in the form of a football
funnel-shaped	shaped in the form of a funnel
guitar-shaped	shaped in the form of a guitar
hammer-shaped	shaped in the form of a hammer
harp-shaped	shaped in the form of a harp
hook-shaped	shaped in the form of a hook
horn-shaped	shaped in the form of a horn
hourglass-shaped	shaped in the form of an hourglass
H-shaped	shaped in the form of the letter H
keel-shaped	shaped in the form of the keel of a boat
lance-shaped	shaped like a lance
lancet-shaped	shaped in the form of a lancet
lip-shaped	shaped in the form of a lip
L-shaped	shaped in the form of the letter L
lyre-shaped	shaped like a lyre
navicular	shaped like a boat
nutmeg-shaped	shaped like a nutmeg
oven-shaped	shaped like an oven
paddle-shaped	shaped in the form of a paddle
perfected	(of plans, ideas, etc.) perfectly formed
phylliform	having the shape of a leaf
pitcher-shaped	shaped in the form of a pitcher
precast	of structural members especially of concrete
ribbon-shaped	shaped in the form of a ribbon
rudder-like	formed like and serving like a rudder
saddle-shaped	shaped in the form of a horse's saddle
slipper-shaped	shaped in the form of a slipper
shaped	shaped to fit by or as if by altering the contours of a pliable mass (as by work or effort)
spade-shaped	shaped in the form of a spade
spider-shaped	shaped in the form of a spider
spoon-shaped	shaped in the form of a spoon
s-shaped	shaped in the form of the letter S
stirrup-shaped	shaped in the form of a stirrup
tassel-shaped	shaped like a tassel
T-shaped	shaped in the form of the letter T
tadpole-shaped	shaped in the form of a tadpole
thimble-shaped	shaped in the form of a thimble
trumpet-shaped	shaped in the form of a trumpet
turnip-shaped	shaped in the form of a turnip
umbrella-shaped	shaped in the form of an umbrella
U-shaped	shaped in the form of the letter U
vase-shaped	shaped in the form of a vase
vermiform	resembling a worm
v-shaped	shaped in the form of the letter V
W-shaped	shaped in the form of the letter W
Y-shaped	shaped in the form of the letter Y
unformed	not having form or shape
amorphous	having no definite form or distinct shape
unshaped	incompletely or imperfectly shaped
shared	have in common
common	common to or shared by two or more parties
joint	affecting or involving two or more
unshared	not shared
exclusive	not divided or shared with others
individual	characteristic of or meant for a single person or thing
undivided	not shared by or among others
shaven	having the beard or hair cut off close to the skin
beardless	having no beard
clean-shaven	closely shaved recently
unshaven	not shaved
bearded	having hair on the cheeks and chin
bestubbled	having a short growth of beard
goateed	having a small pointed chin beard
mustachioed	having a moustache
sheared	having the hair or wool cut or clipped off as if with shears or clippers
unsheared	not sheared
sheathed	enclosed in a protective covering
cased	covered or protected with or as if with a case
clad	having an outer covering especially of thin metal
ironclad	sheathed in iron plates for protection
podlike	resembling a pod
unsheathed	not having a protective covering
shockable	capable of being shocked
unshockable	incapable of being shocked
shod	wearing footgear
booted	wearing boots
ironshod	shod or cased with iron
roughshod	(of a horse) having horseshoes with projecting nails to prevent slipping
sandaled	shod with sandals
slippered	shod with slippers
unshod	not shod
barefoot	without shoes
stockinged	wearing stockings
calced	used of certain religious orders who wear shoes
discalced	(used of certain religious orders) barefoot or wearing only sandals
nearsighted	unable to see distant objects clearly
farsighted	able to see distant objects clearly
eagle-eyed	capable of seeing to a great distance
hyperopic	abnormal ability to focus of distant objects
telescopic	capable of discerning distant objects
shrinkable	capable of being shrunk
unshrinkable	incapable of being shrunk or diminished or reduced
sighted	able to see
argus-eyed	having very keen vision
clear-sighted	having sharp clear vision
seeing	having vision, not blind
blind	unable to see
blinded	deprived of sight
blindfold	wearing a blindfold
color-blind	unable to distinguish one or more chromatic colors
dazzled	having vision overcome temporarily by or as if by intense light
deuteranopic	inability to see the color green or to distinguish green and purplish-red
dim-sighted	having greatly reduced vision
eyeless	lacking sight
protanopic	inability to see the color red or to distinguish red and bluish-green
snow-blind	temporarily blinded by exposure to light reflected from snow or ice
stone-blind	completely blind
tritanopic	inability to see the color blue or to distinguish the colors blue and yellow
signed	having a handwritten signature
autographed	bearing an autograph
subscribed	(of a contract or will or other document) having a signature written at the end
unsigned	lacking a signature
significant	important in effect or meaning
momentous	of very great significance
epochal	highly significant or important especially bringing about or marking the beginning of a new development or era
earthshaking	sufficiently significant to affect the whole world
evidential	serving as or based on evidence
fundamental	far-reaching and thoroughgoing in effect especially on the nature of something
large	fairly large or important in effect
